code,x,y,z,cluster
S41777,-2.7885551,-2.5600963,-1.4287224,24
S41826,-2.6814227,-2.5093536,-0.96977377,24
S41845,-0.474962,-2.7752295,-0.59520245,19
S41860,-0.54467964,2.0913944,0.23947716,46
S41897,-3.2049265,-2.1160917,-0.82675934,27
S42042,-4.832836,0.36164045,-1.6449833,9
S42044,-3.2660866,-2.084814,-1.0172329,27
S42076,-3.1973038,-2.0896082,-0.7467861,27
S42079,-3.8226256,0.21790695,1.1390703,25
S42124,-3.1718578,-2.155284,-1.2517548,27
S42158,-0.5813041,2.076624,0.2199297,46
S42469,-2.2596579,-3.235167,-1.1692877,15
S42566,-2.8150635,-2.66607,-1.4491835,24
SE2567,-2.2461224,5.611622,0.47945023,7
S41071,-3.84909,0.07778454,0.8311367,25
S41091,7.8652945,1.785922,-5.6940002,0
S41096,0.39443254,0.28631926,0.5863619,13
S41142,1.5124879,1.7180214,-0.77289677,45
S41163,-3.9126358,0.25654268,0.8548918,25
P41175,1.6322002,0.2814541,-0.5929322,43
P41180,1.5870667,1.2395878,-0.77742195,42
S41196,1.457469,1.9244823,-0.7664623,45
P41229,1.5672836,1.3053875,-0.80120087,42
P41255,1.6166258,1.1824551,-0.7789626,42
S41351,1.0445371,2.3492718,-1.2523403,49
S41661,-3.7349758,0.7317004,1.905304,52
S42033,0.26435232,0.3434615,0.39805984,13
S42035,1.537375,1.400415,-0.72670174,42
S42053,1.6115813,0.9419756,-0.7268338,42
S42069,1.6238251,0.89391136,-0.7102375,42
S42294,-1.039855,-0.5690942,2.4043822,51
P42381,1.4963284,1.3064756,-0.8506479,42
S42388,1.6421499,0.9692507,-0.72295856,42
P42491,7.4728575,1.3771529,-5.552803,0
P42493,1.622622,1.0890503,-0.7426834,42
S42533,-0.4013834,4.4994755,-0.5192323,20
S42623,7.5696497,1.3822393,-5.494133,0
S41020,0.5969372,-1.1763744,-2.0425344,16
S41129,0.38150883,-1.0802107,-2.1896105,16
S41145,0.240664,-1.361371,-2.0317593,16
S41187,0.3400402,2.2931738,1.115623,1
S41212,0.66050386,-1.7452273,-1.0406995,16
S41254,0.48739433,-1.119843,-2.1340895,16
S41256,0.5196266,-1.2016392,-2.0427284,16
S41260,0.6138067,-1.1864967,-2.000576,16
S41275,0.6022711,-0.8438368,-2.236206,16
P41344,-3.745451,0.8391094,2.0252209,52
S41388,0.5102458,-0.63057137,-2.2856426,16
S41393,1.2000079,-1.0886989,-1.4085288,16
S41406,0.5354104,-0.92912865,-2.2342787,16
S41533,0.12282181,-1.5094967,-1.8719501,16
S41564,-0.06421089,-1.6105795,-1.1822014,16
S41578,-0.29703522,-1.6869736,-1.4106565,16
S41613,0.008195877,-2.5052676,1.7967153,31
S41638,8.55918,2.1750374,-5.7923117,0
S41673,1.3571424,-0.8082609,-1.6229696,16
S41698,0.6220579,-0.6773548,-2.3133993,16
S41705,0.5269699,-1.2146273,-2.0442533,16
S41711,1.1980658,-1.0746765,-1.4466801,16
S41735,1.2665396,-1.0984135,-1.3360953,16
CWE41824,0.24495268,-1.3055477,-2.0604172,16
CWE41830,0.98994493,-1.4577885,-1.1530085,16
S41916,1.2719178,-1.3993816,-0.9987097,16
S41917,1.1206446,-1.3689923,-1.2412252,16
S41920,0.33141994,-1.1311646,-2.1570854,16
S41956,0.10412598,-1.4466038,-1.9003181,16
S41977,1.1706414,-1.4392452,-0.99868584,16
S41997,0.55644417,-0.71762466,-2.3599281,16
S42000,-0.36399078,-1.9046221,-1.1095238,16
S42003,1.1285486,-1.001318,-1.2793446,16
S42018,1.0298843,-1.3775983,-1.3012018,16
S42031,1.4441347,-0.7606411,-1.5700097,16
CWE42059,9.02814,2.568533,-6.1010866,0
S42062,1.0876627,-1.3819695,-1.230545,16
DLIT2064,9.078368,2.5383315,-6.1524363,0
S42100,0.36107922,-1.1251259,-2.1415892,16
S42128,1.4120593,-0.7862396,-1.6009679,16
S42133,-0.3924446,-1.6291311,-1.1861877,16
S42148,0.5841651,-0.9907427,-2.1777716,16
S42151,0.75158024,-1.2080679,-1.8716068,16
S42153,1.3124828,-1.0044155,-1.4249802,16
S42157,-0.30236006,-1.7019339,-1.3951225,16
S42276,0.035725594,-2.5372272,1.6837807,31
S42277,0.026388168,-2.546359,1.7176008,31
S42289,-0.01735115,-2.5165577,1.7038174,31
S42454,0.58077526,-1.0380812,-2.146184,16
DLIW2460,0.10212469,-1.4796877,-1.8962674,16
DLIW2461,0.1304574,-1.4500265,-1.9279785,16
S42476,1.4272966,-0.7782259,-1.5494766,16
S42518,1.2062664,-1.1672397,-1.3217621,16
S42520,0.576478,-1.1493754,-2.054675,16
S42536,-1.0614185,-2.3861923,0.31158352,36
S41110,-0.23466873,-2.8170033,1.8241119,31
S41116,-1.768549,-5.863476,1.0787683,14
S41241,-1.8578696,-6.0305195,1.0030036,14
S41282,-1.7523108,-6.269808,0.26571083,14
S41354,-1.920949,-6.1156693,0.8382292,14
S41499,-1.7829523,-6.202882,0.4405675,14
S41508,-1.8546991,-6.252021,0.39633083,14
S41526,-1.8843055,-5.780259,0.8792491,14
S41545,-1.8836861,-6.143605,0.7057066,14
S41546,-1.8068266,-6.008729,0.8323436,14
S41548,-1.9108925,-6.172842,0.8040314,14
S41549,-1.8980217,-6.2339478,0.65638924,14
S41550,-1.878686,-6.1967564,0.7302866,14
S41644,-1.8949089,-6.141697,0.7967739,14
S41657,-1.7885714,-5.9570284,0.8899083,14
S41663,-1.8672361,-6.0623703,0.9894366,14
S41664,-1.9003005,-6.2441635,0.61758566,14
S41688,-0.13999653,-3.7799625,2.6576557,30
S41689,-1.8398643,-6.238823,0.766675,14
S41725,-1.8250227,-5.927725,0.97895527,14
CWE41726,-1.9074993,-6.1913633,0.780118,14
S41728,-1.8218613,-6.2778187,0.4186268,14
S41853,-1.771513,-5.5506344,0.9411044,14
S41856,-1.8914242,-6.1128464,0.87443686,14
S41868,-1.8728714,-6.082468,0.8580198,14
S41928,-1.6723471,-6.45113,0.22736835,57
S41980,-0.68516636,-2.1937714,0.8156204,29
CWE42090,-1.9216557,-6.2251577,0.6893177,14
S42253,9.182579,2.3484902,-6.5091267,0
S42274,-0.03569269,2.2658873,0.73018694,1
S42309,-1.8414669,-6.188469,0.6274433,14
S42314,-1.8398342,-6.1554356,0.5767188,14
S42350,-1.8251023,-6.1100845,0.469553,14
S42351,-1.9394073,-6.1337566,0.8566346,14
S42353,-0.2792902,-3.9391232,-0.004662514,50
S42356,-1.8162842,-6.2573338,0.36952972,14
S42524,-0.42852068,-3.339035,2.118061,30
S41115,-2.519135,5.1196404,0.056209564,7
S41381,-1.2151794,-5.6453094,-0.2468195,33
S41416,-1.599412,-6.5353346,0.1472745,57
S41418,-1.6929712,-5.851657,0.81072426,14
S41445,-0.2093544,-2.5905476,-0.3321848,19
S41525,-1.7891827,-6.1618633,0.266407,14
CWE41617,-2.4301147,-5.122796,-1.5608163,23
S41625,-1.1086144,-5.6880264,-0.17659664,33
S41634,-1.2755651,-5.4468346,-0.29380703,33
S41643,-0.99749374,-5.594882,-0.13115597,33
S41648,-1.128624,-5.588829,-0.20407772,33
S41678,-1.6013565,-6.5492334,0.1528163,57
S41683,-1.6369448,-6.2934113,0.4030218,14
S41709,-1.2170334,-5.6125307,-0.25339317,33
S41831,-1.1844435,-5.7481785,-0.13881302,33
S41834,-0.9856396,-5.560484,-0.052223206,33
S41863,-1.6111069,-6.558462,0.14952421,57
S41892,-0.5948484,-5.2712307,0.13390303,33
CWE41995,-1.568965,-6.3900003,0.10732746,57
SE2235,0.63511944,3.7854543,0.34394693,20
SE2243,-1.564168,-6.544421,0.11922312,57
SE2357,-1.9947243,-6.2353086,0.8386011,14
DLIT2366,-0.9480858,-5.5564594,-0.00127697,33
S41146,-2.2245164,4.87368,-0.032083035,7
S41289,-0.14589787,-5.0561924,1.4437447,18
S41382,-1.0605736,-4.4855633,-0.2518282,48
S41551,-1.0213609,-4.685169,-0.24676418,48
S41718,7.5168,1.7731371,-5.5453243,0
S41719,-0.36362123,-4.3847227,-0.111264706,50
S41727,-2.6314516,5.2471523,0.14803982,7
S41838,-0.7023077,-4.166545,-0.24997425,50
CWE41839,0.21279716,-4.222225,0.16243172,50
S41847,-4.1438637,-0.014250755,0.03745365,26
S41922,-0.22383451,1.7336502,0.85398865,1
S42298,-0.59396744,2.1789675,0.16396093,46
S42419,-0.6488843,-4.1396656,-0.35960674,50
S42512,-0.71824694,-4.1407814,-0.3154297,50
S42563,-2.5442362,5.141567,0.065057755,7
S41188,-0.6386261,-4.2994366,-0.18332386,50
S41642,-1.2771215,-3.0061646,0.17345333,38
S41715,-0.6398001,-3.9843664,-0.3410821,50
S41732,-0.37195158,4.21883,-0.24898529,20
S41810,-1.703805,-6.466717,0.2831645,57
S41858,-1.3004293,-2.7459946,0.15015411,38
S41886,-0.7295556,-5.310401,0.2250638,33
S41890,-1.5389299,-5.6973476,0.66822624,14
S41905,-4.4316826,-0.9392705,-1.5611534,9
S41913,-4.561432,-0.7916584,-1.612916,9
S42047,-0.95808935,-5.56182,0.31946182,33
SE2193,-1.026443,-0.5983205,1.9913588,51
SE2216,-3.722763,0.091310024,0.037285328,26
SE2234,-1.2904325,-5.4640503,-0.15579796,33
SE2242,-1.6341095,-4.144861,-0.8115821,22
S42376,-3.2402,-2.0355139,-0.63776207,27
S42387,-0.84090996,-5.234929,0.04036379,33
S42445,-1.4065332,-2.9781685,0.28023052,38
S42513,-0.29082918,-4.418791,0.23496246,50
S42584,0.09127045,-3.4503093,-0.123339176,19
S41055,-1.7312231,0.79392433,2.968524,39
S41270,-0.14625931,-2.7131186,-0.66141796,19
S41274,-0.1453042,-5.3533096,1.0977826,18
S41309,-0.03720808,-5.331314,1.1318727,18
S41310,-0.14539623,-4.606924,0.37693644,50
S41311,-0.3476081,-3.805317,2.257968,30
S41364,-1.5245342,1.4128613,2.2932415,34
S41383,-0.10189295,-2.7921371,-0.47585583,19
S41604,-0.27813244,5.4200172,-1.338028,6
S41615,-0.64679193,-5.2211113,0.09730148,33
S41729,-0.31639767,5.3639183,-1.1735344,6
S41730,-2.5655956,-5.341155,-1.9496193,23
S41864,-0.61221313,-4.1934166,-0.2473507,50
S41873,-0.27411652,-3.3029509,-0.27538395,19
S41893,-0.02197361,-5.3514404,1.1382751,18
S41899,-1.6165247,-6.528736,0.15175104,57
S42125,-0.09053135,4.1850996,-0.05009365,20
S42195,0.25734234,-4.062084,0.21217632,50
CWE42292,-1.2027378,-5.4461994,-0.24254227,33
S42302,-2.4346523,4.9858027,-0.002753258,7
S42383,-0.12843323,-5.1981354,1.2878513,18
S42437,-1.0064926,-0.58391905,2.3991785,51
S42466,-1.9970951,-4.0728474,-0.8816929,22
S42470,-0.17045498,-5.2349997,1.2044187,18
S42504,8.167399,2.742126,-5.9109344,0
S42511,-4.946183,-0.82695866,-1.9671764,9
S42532,0.9202142,-1.347476,-0.014625549,41
S42583,0.15322065,-3.341093,-0.14660549,19
S42605,-1.404664,-4.8494797,-0.5316982,22
S41524,0.24969292,1.3324771,6.9620504,58
S41624,0.24560738,1.3253508,6.9697084,58
S41655,0.23119164,1.3180466,6.968302,58
S41702,0.23816586,1.3203201,6.966337,58
S41911,0.24201775,1.3251734,6.9478664,58
S41952,0.29798174,2.2647734,1.0746183,1
S41955,0.30330658,1.3863063,7.0179396,58
S42127,-0.2710805,-4.2072134,0.04283285,50
S41058,-0.016373634,-3.8297772,2.7572498,30
S41103,0.15465069,-2.2238946,2.2552738,8
S41159,-0.06265354,-3.7977896,2.7184858,30
S41190,-0.6556511,-3.3119297,1.5952034,30
S41191,-0.47347164,-2.6699333,-0.27210045,19
S41197,-0.625268,-3.0692062,0.5702095,10
S41204,-3.3949814,0.2523241,1.812047,55
S41215,-3.5227833,0.25329208,1.6783409,55
S41217,1.5368872,-0.7383537,-0.032832146,41
S41225,-0.4668908,-3.3392735,1.903965,30
S41240,-0.053504944,-3.6238804,2.756792,30
S41244,-2.7864408,-0.12025738,1.4346695,40
S41288,-0.573267,1.0835505,2.7993922,4
S41291,-0.7570362,-5.3773603,0.28227568,33
S41324,-0.4624262,-3.3566532,2.073081,30
S41331,-0.2377615,1.4241843,0.87227345,1
S41407,-0.056725502,-3.6549025,2.8312864,30
S41409,0.20776606,-3.5670424,2.9876308,30
S41414,-0.46444845,-3.1833906,0.45742893,10
S41457,-0.64539146,-4.1439342,-0.26659203,50
S41458,-0.08384085,-2.9384503,-0.22182322,19
CWE41542,-0.23179054,-3.507144,2.6006775,30
DLIW1574,-0.79892635,-2.828002,2.7468395,47
S41629,-2.8009725,-0.2409792,1.6497345,40
S41645,0.14645386,-3.455657,2.9357548,30
S41652,0.14831066,-3.9594975,2.9420834,30
S41665,1.1004648,-2.2943401,0.35687637,11
S41714,0.0856576,-3.8761878,2.883997,30
S41750,0.116333485,-3.8586082,2.8341017,30
S41758,-0.1479559,-3.8369522,2.642949,30
S41799,-0.5822811,-2.3304052,0.7891574,29
S41857,-0.31901908,-3.8955712,2.209937,30
S41918,1.0519209,-2.197587,0.5048909,11
S41919,0.116888046,-3.9007015,2.8323994,30
S41942,-0.18752098,-3.858595,2.58,30
S41945,-4.297263,-0.5430498,-1.4483395,9
S42066,-0.28614235,-3.433443,2.3580933,30
S42068,-0.72905636,-2.861824,2.7890882,47
S42078,-0.36653614,-3.5384827,2.262226,30
SE2134,-4.913064,-0.48103046,-2.0825233,9
S42171,-0.12037277,-2.552671,1.8706484,31
S42177,-0.28981018,-3.4853039,2.4194698,30
DLIT2180,-0.74643755,-2.8498821,2.7014418,47
S42183,0.06673336,-3.9138937,2.8431816,30
S42212,-0.2641263,-3.8514938,2.3223572,30
S42213,-0.25419426,-3.9326658,2.3144722,30
S42215,-0.3322544,-3.8337154,2.3719826,30
S42221,-0.30034733,-3.869546,2.718977,30
S42222,-0.04864216,-3.7804604,2.7888985,30
S42223,-0.34650946,-3.5760145,2.6515121,30
S42225,-0.20803165,-3.8879986,2.4330883,30
S42238,-0.28394222,-3.8804379,2.6910496,30
S42259,-1.7221489,-0.8934498,-0.065238476,32
S42273,-0.06534195,2.219925,0.7130971,1
S42281,0.003852844,2.3204494,0.73101425,1
S42282,0.19481087,-2.2447915,2.2684703,8
S42283,0.1692791,-2.3438506,2.2070608,8
DLIW2337,-0.78277636,-2.817875,2.761035,47
DLIW2342,-0.78886414,-2.8115559,2.7662697,47
S42380,-4.694498,-0.8808794,-1.7155199,9
S42434,-0.4900756,-3.135222,0.49077797,10
S42448,-0.3724203,-3.5029764,2.410192,30
S42449,0.3778906,3.4053183,0.44526672,20
P42484,-3.8124943,0.87277937,1.9715037,52
S42521,-0.53136444,-3.2039251,1.8993926,30
S42571,-0.26516247,-3.7796736,2.3539352,30
S42581,-2.8627968,-0.27480793,1.1772814,40
S41024,1.5168314,1.4028358,-0.7710724,42
S41132,-3.1043415,1.3127213,-0.52245045,59
S41201,1.2456436,-2.1028385,0.4209404,11
S41234,1.470345,-0.72386265,-0.1342988,41
S41248,-2.4880028,-0.31060696,0.7751713,37
S41316,-1.6781311,1.1505241,1.939127,34
S41334,-0.17305088,-2.3751898,-0.22859383,19
S41346,0.2439971,1.3268147,6.9486713,58
S41372,0.8226042,-2.083228,0.8835497,11
S41501,1.5797062,-0.61326027,-0.21488571,41
S41538 ,1.4505205,-0.8118715,-1.569375,16
S41776,0.9507122,-2.187008,0.7438946,11
S41958,1.2900062,-0.76707745,0.24285793,41
S41965,1.5040131,-0.70110416,0.005093098,41
S41988,1.1417761,-0.91726875,0.1961441,41
S42055,0.24858332,-2.231886,2.3171806,8
S42105,0.87267494,-2.2606177,0.57944584,11
S42120,-0.8842511,-0.48379612,2.6684952,51
SE2164,0.67478514,0.21478558,2.8964996,4
S42168,-1.7774267,-5.688717,0.8523598,14
S42370,0.78812504,-2.2035708,0.49755764,11
S42403,7.3166,1.51439,-5.393116,0
CWE42612,-0.81601954,-0.9812794,2.8617067,28
S41029,1.0196123,-2.321941,0.5562353,11
S41037,-4.1841803,-0.30569935,-0.38472366,26
S41045,-3.2576866,0.69288445,2.2912116,56
S41155,1.0654793,-1.0900335,0.020964146,41
S41195,0.70215225,-1.2816114,-1.6680374,16
S41216,1.0358634,-1.5010457,-0.94173765,16
S41247,-3.7761045,0.18058538,1.015461,25
S41265,1.3732643,-0.8545418,0.15835667,41
S41267,1.8698387,-0.9028411,0.037375927,35
S41306,2.019382,-0.84905434,0.07145119,35
S41321,-0.4742384,-2.2204695,-0.65968037,19
S41365,-0.066804886,-3.3310075,-0.22795296,19
S41395,2.2157197,-0.8033333,0.008900166,35
S41429,1.9287796,-0.8034749,0.07431221,35
S41440,2.3545408,-0.76637983,-0.014443398,35
CWE41543,-4.9605293,-0.7344122,-1.8641596,9
S41587,7.5961685,1.5000238,-5.2363124,0
S41601,2.2663565,-0.78735256,0.008495331,35
S41612,0.9064846,-1.5415697,-1.107893,16
S41662,0.85131216,-1.6273346,-1.0362377,16
S41716,1.555059,0.2712164,-0.5344415,43
CWE41749,-0.07269812,-2.5494423,-0.6563487,19
S41755,0.06652069,-2.2705808,-0.6066494,19
S41770,0.73895216,-2.2625723,0.39220047,11
S41808,0.90788174,-1.6654491,-0.83327293,16
CWE41874,-0.251338,-2.2528524,-0.30645514,19
CWE41878,1.943491,-0.85413504,0.09456396,35
S41937,1.2750235,-2.1563435,0.39294243,11
S41983,1.2718992,-0.82472515,0.15956211,41
S41989,-0.3093586,3.6571388,-0.15468168,20
SE2032,-1.4159274,-4.195836,-0.55917835,22
